,Zeitstempel,Wert
0,2015-07-04 13:45:00,36.291134482711776
1,2016-08-28 14:00:00,34.0
2,2017-06-22 11:00:00,31.9
3,2018-08-07 15:00:00,35.6
4,2019-07-25 14:15:00,37.42344159012381
5,2020-02-16 19:00:00,17.7
